Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Education,"School Enrollment","Elementary school (grades 1-8)",75749,"(+/- 3867 )",74530,"(+/- 4387 )",75933,"(+/- 4276 )",81452,"(+/- 5235 )",73177,"(+/- 5387 )",62614,"(+/- 3529 )",64763,"(+/- 3916 )",67865,"(+/- 2158 )",103178,"(+/- 7068 )",90396,"(+/- 5563 )",61494,"(+/- 4576 )",74023,"(+/- 3679 )",50449,"(+/- 3415 )",73194,"(+/- 5213 )",82766,"(+/- 6002 )",78620,"(+/- 5139 )",60118,"(+/- 4198 )",64624,"(+/- 4049 )",62872,"(+/- 3896 )",78476,"(+/- 5839 )",70131,"(+/- 5219 )",59291,"(+/- 5326 )",77131,"(+/- 5981 )",72632,"(+/- 5573 )",64916,"(+/- 5156 )",73357,"(+/- 4970 )",58726,"(+/- 5280 )"
Education,"School Enrollment","High school (grades 9-12)",35335,"(+/- 2725 )",36654,"(+/- 3201 )",37177,"(+/- 3163 )",46479,"(+/- 4346 )",36292,"(+/- 3429 )",33050,"(+/- 2979 )",35447,"(+/- 2903 )",30718,"(+/- 1980 )",55044,"(+/- 4311 )",49094,"(+/- 4454 )",29885,"(+/- 2744 )",39402,"(+/- 2876 )",28687,"(+/- 3059 )",38629,"(+/- 3505 )",39705,"(+/- 4653 )",40802,"(+/- 3346 )",35303,"(+/- 3588 )",39052,"(+/- 3302 )",33234,"(+/- 3557 )",45188,"(+/- 5146 )",33509,"(+/- 2811 )",34138,"(+/- 3799 )",38827,"(+/- 3111 )",34101,"(+/- 4224 )",37319,"(+/- 3504 )",41047,"(+/- 3618 )",32075,"(+/- 3294 )"
Education,"School Enrollment","College or graduate school",46178,"(+/- 4452 )",39654,"(+/- 4422 )",71310,"(+/- 4938 )",48582,"(+/- 5466 )",58418,"(+/- 6149 )",41188,"(+/- 3821 )",82293,"(+/- 5849 )",37384,"(+/- 4638 )",54028,"(+/- 5731 )",49052,"(+/- 5189 )",25874,"(+/- 3531 )",39594,"(+/- 3678 )",42387,"(+/- 4042 )",68221,"(+/- 5882 )",43523,"(+/- 5302 )",42678,"(+/- 5354 )",22336,"(+/- 2873 )",37460,"(+/- 3943 )",37755,"(+/- 4693 )",49636,"(+/- 5276 )",40305,"(+/- 4036 )",48890,"(+/- 4393 )",50541,"(+/- 4589 )",53557,"(+/- 4562 )",49219,"(+/- 5138 )",49539,"(+/- 5064 )",59256,"(+/- 5738 )"
Education,"Educational Attainment","Population 25 years and over",571182,"(+/- 3175 )",528965,"(+/- 8660 )",519659,"(+/- 6254 )",632609,"(+/- 11459 )",494395,"(+/- 11226 )",615464,"(+/- 9152 )",552107,"(+/- 12257 )",600998,"(+/- 2934 )",689889,"(+/- 17969 )",581180,"(+/- 14544 )",675707,"(+/- 9231 )",614006,"(+/- 6519 )",564263,"(+/- 6482 )",562638,"(+/- 10029 )",570609,"(+/- 13601 )",677653,"(+/- 10168 )",623826,"(+/- 10265 )",610882,"(+/- 8817 )",668522,"(+/- 8626 )",524275,"(+/- 11370 )",589458,"(+/- 9140 )",587723,"(+/- 9094 )",545116,"(+/- 8119 )",516856,"(+/- 12642 )",550863,"(+/- 10026 )",553694,"(+/- 12029 )",539583,"(+/- 13496 )"
Education,"Educational Attainment","Less than 9th grade",11538,"(+/- 1968 )",20670,"(+/- 2737 )",14157,"(+/- 2192 )",13380,"(+/- 3345 )",18380,"(+/- 2908 )",19447,"(+/- 3253 )",14926,"(+/- 3034 )",13558,"(+/- 2669 )",35092,"(+/- 5605 )",30720,"(+/- 4677 )",21355,"(+/- 3283 )",17546,"(+/- 2706 )",15338,"(+/- 2390 )",24040,"(+/- 3538 )",22864,"(+/- 3460 )",19702,"(+/- 3152 )",32308,"(+/- 3850 )",19742,"(+/- 3653 )",29343,"(+/- 4215 )",41847,"(+/- 4339 )",36692,"(+/- 3623 )",21261,"(+/- 4295 )",20002,"(+/- 3442 )",52982,"(+/- 4421 )",43712,"(+/- 4574 )",40110,"(+/- 5329 )",40407,"(+/- 4461 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",30638,"(+/- 3771 )",40204,"(+/- 3618 )",37349,"(+/- 3363 )",19297,"(+/- 3417 )",44392,"(+/- 4612 )",32943,"(+/- 3646 )",22576,"(+/- 3348 )",27363,"(+/- 3558 )",34753,"(+/- 3953 )",32484,"(+/- 4097 )",44597,"(+/- 4217 )",30890,"(+/- 3124 )",29520,"(+/- 3280 )",33148,"(+/- 3331 )",31498,"(+/- 3273 )",30226,"(+/- 4281 )",43349,"(+/- 4767 )",30897,"(+/- 4382 )",30792,"(+/- 3802 )",41136,"(+/- 4205 )",27121,"(+/- 3345 )",21642,"(+/- 2951 )",21163,"(+/- 2787 )",40741,"(+/- 4164 )",53859,"(+/- 5010 )",54202,"(+/- 5552 )",30644,"(+/- 4210 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",154209,"(+/- 7806 )",167355,"(+/- 6581 )",151275,"(+/- 7826 )",128226,"(+/- 9561 )",162057,"(+/- 8941 )",190394,"(+/- 8291 )",117818,"(+/- 7902 )",161620,"(+/- 8268 )",213980,"(+/- 11686 )",151384,"(+/- 8940 )",229877,"(+/- 11317 )",180266,"(+/- 8900 )",149551,"(+/- 6517 )",130752,"(+/- 6699 )",177238,"(+/- 8375 )",177356,"(+/- 7921 )",202717,"(+/- 9015 )",150485,"(+/- 9324 )",186712,"(+/- 9253 )",173169,"(+/- 9241 )",141892,"(+/- 7580 )",140307,"(+/- 7517 )",125603,"(+/- 6996 )",169836,"(+/- 7957 )",159318,"(+/- 7935 )",158848,"(+/- 8600 )",111221,"(+/- 8491 )"
Education,"Educational Attainment","Some college, no degree",122750,"(+/- 6275 )",114023,"(+/- 6754 )",106297,"(+/- 6606 )",121998,"(+/- 8700 )",106285,"(+/- 7838 )",134885,"(+/- 7174 )",95646,"(+/- 6818 )",127113,"(+/- 6174 )",141917,"(+/- 8692 )",104455,"(+/- 7199 )",148860,"(+/- 7616 )",129667,"(+/- 6788 )",111935,"(+/- 5702 )",90587,"(+/- 5240 )",116601,"(+/- 6745 )",131052,"(+/- 7067 )",131032,"(+/- 8020 )",125616,"(+/- 6043 )",125677,"(+/- 6505 )",89992,"(+/- 6405 )",102591,"(+/- 6201 )",106752,"(+/- 6536 )",84142,"(+/- 5414 )",79826,"(+/- 4914 )",76779,"(+/- 5516 )",90746,"(+/- 7271 )",63539,"(+/- 5092 )"
Education,"Educational Attainment","Associate's degree",68233,"(+/- 4696 )",45949,"(+/- 3925 )",50240,"(+/- 4536 )",64963,"(+/- 5980 )",44060,"(+/- 3951 )",72891,"(+/- 5407 )",60839,"(+/- 5330 )",72172,"(+/- 5097 )",72957,"(+/- 6145 )",67733,"(+/- 7289 )",65983,"(+/- 5523 )",57625,"(+/- 4194 )",55418,"(+/- 4238 )",52344,"(+/- 4722 )",60947,"(+/- 4752 )",65769,"(+/- 4816 )",61610,"(+/- 5870 )",61544,"(+/- 5479 )",58228,"(+/- 4558 )",52556,"(+/- 5109 )",54653,"(+/- 5009 )",48729,"(+/- 4085 )",56142,"(+/- 4513 )",50376,"(+/- 4342 )",57596,"(+/- 4531 )",56765,"(+/- 5654 )",46182,"(+/- 4728 )"
Education,"Educational Attainment","Bachelor's degree",117087,"(+/- 6762 )",86335,"(+/- 4357 )",90687,"(+/- 6474 )",181609,"(+/- 8233 )",79522,"(+/- 5679 )",107860,"(+/- 6002 )",153243,"(+/- 7165 )",120363,"(+/- 6507 )",130665,"(+/- 9384 )",126519,"(+/- 9434 )",105884,"(+/- 7715 )",123773,"(+/- 6309 )",133327,"(+/- 6272 )",137344,"(+/- 6995 )",103090,"(+/- 5171 )",155100,"(+/- 9020 )",98087,"(+/- 6146 )",140939,"(+/- 7701 )",142183,"(+/- 7021 )",79663,"(+/- 6062 )",130116,"(+/- 6346 )",147664,"(+/- 6875 )",139964,"(+/- 6574 )",76238,"(+/- 5337 )",97660,"(+/- 5746 )",97180,"(+/- 7694 )",146119,"(+/- 8220 )"
Education,"Educational Attainment","Graduate or professional degree",66727,"(+/- 5610 )",54429,"(+/- 4017 )",69654,"(+/- 5566 )",103136,"(+/- 6955 )",39699,"(+/- 4160 )",57044,"(+/- 4319 )",87059,"(+/- 6167 )",78809,"(+/- 5368 )",60525,"(+/- 6191 )",67885,"(+/- 6685 )",59151,"(+/- 5772 )",74239,"(+/- 5972 )",69174,"(+/- 4127 )",94423,"(+/- 6233 )",58371,"(+/- 4668 )",98448,"(+/- 6057 )",54723,"(+/- 3877 )",81659,"(+/- 6102 )",95587,"(+/- 5296 )",45912,"(+/- 4941 )",96393,"(+/- 5674 )",101368,"(+/- 6242 )",98100,"(+/- 5938 )",46857,"(+/- 4038 )",61939,"(+/- 5386 )",55843,"(+/- 4971 )",101471,"(+/- 6441 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.6,"(+/- 0.7 )",88.5,"(+/- 0.9 )",90.1,"(+/- 0.8 )",94.8,"(+/- 0.8 )",87.3,"(+/- 1.0 )",91.5,"(+/- 0.8 )",93.2,"(+/- 0.8 )",93.2,"(+/- 0.6 )",89.9,"(+/- 0.9 )",89.1,"(+/- 1.0 )",90.2,"(+/- 0.8 )",92.1,"(+/- 0.7 )",92.1,"(+/- 0.7 )",89.8,"(+/- 0.9 )",90.5,"(+/- 0.7 )",92.6,"(+/- 0.7 )",87.9,"(+/- 1.1 )",91.7,"(+/- 1.0 )",91.0,"(+/- 0.8 )",84.2,"(+/- 1.1 )",89.2,"(+/- 0.9 )",92.7,"(+/- 0.9 )",92.4,"(+/- 0.8 )",81.9,"(+/- 1.1 )",82.3,"(+/- 1.0 )",83.0,"(+/- 1.3 )",86.8,"(+/- 1.1 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",32.2,"(+/- 1.4 )",26.6,"(+/- 1.1 )",30.9,"(+/- 1.5 )",45.0,"(+/- 1.7 )",24.1,"(+/- 1.3 )",26.8,"(+/- 1.1 )",43.5,"(+/- 1.5 )",33.1,"(+/- 1.3 )",27.7,"(+/- 1.4 )",33.4,"(+/- 1.7 )",24.4,"(+/- 1.2 )",32.2,"(+/- 1.2 )",35.9,"(+/- 1.2 )",41.2,"(+/- 1.4 )",28.3,"(+/- 1.2 )",37.4,"(+/- 1.5 )",24.5,"(+/- 1.3 )",36.4,"(+/- 1.5 )",35.6,"(+/- 1.1 )",24.0,"(+/- 1.5 )",38.4,"(+/- 1.2 )",42.4,"(+/- 1.4 )",43.7,"(+/- 1.3 )",23.8,"(+/- 1.3 )",29.0,"(+/- 1.3 )",27.6,"(+/- 1.5 )",45.9,"(+/- 1.7 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag","District 19 Estimate","District 19 Flag","District 20 Estimate","District 20 Flag","District 21 Estimate","District 21 Flag","District 22 Estimate","District 22 Flag","District 23 Estimate","District 23 Flag","District 24 Estimate","District 24 Flag","District 25 Estimate","District 25 Flag","District 26 Estimate","District 26 Flag","District 27 Estimate","District 27 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",232053,G,177304,G,236599,G,405412,G,238665,G,200429,G,375677,G,241091,G,221254,G,541415,G,156712,G,186877,G,330149,G,458092,G,290997,G,253299,G,147781,G,247023,G,333530,G,274070,G,214593,G,375705,G,314390,G,226172,G,352238,G,141465,G,357950,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",196,H,1261,G,606,G,403,G,180,H,86,G,57,G,692,G,347,H,122,J,120,G,70,H,39,H,22,G,66,H,1310,J,441,H,315,G,88,J,210,H,324,G,39,G,65,J,8,G,367,H,254,G,24,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",97,G,153,G,364,G,12,G,108,H,15,G,0,N,32,H,225,G,38,G,271,H,0,N,0,N,4,J,129,H,145,H,928,J,102,J,225,G,47,G,6,G,25,J,0,N,0,N,620,H,93,G,0,N
Business,"Paid employees for pay period including March 12",Utilities,2141,H,1225,G,1152,J,255,J,475,G,577,J,1259,J,429,J,277,H,440,J,1539,H,1197,G,1220,J,1673,J,378,H,748,G,1159,H,5100,J,852,J,1209,J,221,J,110,H,666,J,245,G,1026,J,968,H,1011,J
Business,"Paid employees for pay period including March 12",Construction,15698,G,11584,G,13662,G,26600,G,18605,G,14524,G,28652,G,16623,G,14172,G,25994,G,14463,G,12902,G,17441,G,26660,G,23188,G,20243,G,13585,G,16651,G,34860,G,23591,G,14370,G,21849,G,12966,G,8379,G,22798,G,11064,G,9698,G
Business,"Paid employees for pay period including March 12",Manufacturing,8021,G,11712,G,13710,G,16335,G,13728,G,11160,G,9895,G,17898,G,11092,G,23201,G,8048,G,8553,G,25794,G,13887,G,17261,G,13720,G,8980,H,9739,G,8556,G,16175,G,3177,G,10193,G,5356,H,11596,G,20821,G,3730,G,2730,G
Business,"Paid employees for pay period including March 12","Wholesale trade",5923,G,5499,G,8355,G,20440,G,10698,G,4828,G,13480,G,5399,G,5909,H,25734,G,2934,H,4809,G,10886,G,20707,G,18001,G,9310,G,4709,G,6592,G,10543,G,22103,G,4627,G,18056,G,14570,G,16790,G,39584,G,7202,G,7400,G
Business,"Paid employees for pay period including March 12","Retail trade",39542,G,30745,G,40401,G,48377,G,35213,G,36700,G,46275,G,38111,G,36145,G,65103,G,30085,G,36955,G,42114,G,43160,G,44097,G,46017,G,31496,G,39207,G,59049,G,36869,G,36225,G,49135,G,58109,G,31886,G,43362,G,27894,G,45089,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",5525,G,4264,H,8904,H,29354,G,19609,G,4277,H,4591,G,6941,H,10342,G,31369,G,3909,G,2525,G,5740,G,13272,H,20134,G,7584,G,4105,H,7818,G,7892,G,13913,G,3326,G,11275,G,19529,G,9049,G,51782,G,3410,G,10179,H
Business,"Paid employees for pay period including March 12",Information,2726,G,3263,G,3973,G,6578,G,6973,H,3613,G,14676,G,3739,G,3318,G,13412,G,2862,H,2296,H,9661,H,12193,G,6041,G,3739,G,1880,G,3735,H,5028,G,11807,H,4127,G,10619,G,10370,H,3205,H,12002,H,1424,H,8353,G
Business,"Paid employees for pay period including March 12","Finance and insurance",14090,H,5633,G,7196,G,38823,G,12474,H,6881,G,31554,G,6753,G,6532,H,9539,G,3782,G,9150,H,23816,H,43731,G,19121,G,8035,G,4048,G,7980,G,8941,G,9027,H,6689,G,20365,G,14064,G,6220,H,14150,G,5131,H,25675,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",5757,G,3351,G,4025,G,7547,G,4088,G,3999,G,7331,G,4528,G,7776,H,19228,G,5396,H,3323,H,6786,G,10104,G,5053,G,6156,G,2961,G,4895,G,11095,G,5858,G,6058,G,10554,G,8300,G,4875,H,6323,G,3791,G,9979,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",17239,G,12051,G,11128,G,29924,G,12522,G,10145,G,38442,G,23928,G,9976,G,31493,G,4639,G,13719,G,22328,G,51811,G,15463,H,15108,G,5143,G,17389,G,18175,G,16802,G,13413,G,38235,G,21664,G,14199,G,17059,G,7340,G,43927,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1410,H,1390,H,1942,G,10012,G,3383,G,1282,J,13063,G,3780,H,2437,H,23035,G,679,H,1947,G,11040,G,16010,H,10256,H,4831,H,983,J,3730,G,4316,G,3282,G,3832,G,12940,H,7623,H,2448,G,7300,H,2277,H,8492,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",15493,G,8041,G,14082,G,28706,G,20347,G,10840,G,34015,G,16544,G,12795,G,40375,G,8166,G,11108,G,22858,G,50282,G,20106,G,16307,G,6941,G,22322,G,21150,G,32045,G,13879,G,31780,G,19846,G,13392,G,31299,G,8050,G,24160,G
Business,"Paid employees for pay period including March 12","Educational services",5943,H,2327,G,3919,G,8228,G,4793,G,7906,G,10880,G,6593,H,4210,G,4760,G,1970,G,4015,G,6416,G,11561,G,6632,G,5350,G,1347,G,4676,G,4142,G,5193,G,5078,G,8940,G,11277,H,16258,H,4967,G,3117,G,16489,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",38398,G,32881,G,58301,G,59279,G,34379,G,35406,G,57255,G,41414,G,30471,G,44577,G,38082,G,37855,G,63431,G,70101,G,41102,G,44164,G,29236,G,43617,G,53818,G,41738,G,42742,G,51811,G,39671,G,52391,G,33224,G,20027,G,57227,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3488,G,2570,G,3443,G,6589,G,4105,G,6567,H,6329,H,5576,G,9008,H,63538,G,1981,G,3102,G,6933,G,13049,H,3495,G,6017,G,2917,G,9267,G,12688,G,4338,G,9506,G,10202,G,6724,G,4304,G,4937,G,2946,G,8060,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",38965,G,29025,G,30404,G,51647,G,25773,G,31632,G,39279,G,30817,G,36631,G,101718,G,20467,G,25479,G,38776,G,43518,G,28878,G,33097,G,19647,G,31994,G,55692,G,19752,G,34647,G,52196,G,49093,G,22313,G,30912,G,27389,G,64559,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",11330,G,10291,G,11011,G,16262,G,11175,G,9967,G,18604,G,11268,G,19574,G,17696,H,7297,G,7837,G,14834,G,16303,G,11557,G,11382,G,7259,G,11857,G,16412,G,10091,G,12289,G,17337,G,14401,G,8581,G,9674,G,5346,G,14813,G
Business,"Paid employees for pay period including March 12","Industries not classified",71,H,38,J,21,G,41,J,37,G,24,G,38,H,26,G,17,J,43,H,22,J,22,H,34,H,44,H,39,J,36,J,16,J,37,G,8,J,20,J,57,J,44,H,55,J,31,J,31,H,12,J,76,J
Business,"Annual payroll ($1,000)","Total for all sectors",9851087,G,7423401,G,9720753,G,19777025,G,11416540,G,7680718,G,20117948,G,11169084,G,8528483,G,23813636,G,5890651,G,7588802,G,17007297,G,26091853,G,13299795,G,11073365,G,5698593,G,11806160,G,15030070,G,14278894,G,9450217,G,19979393,G,15414538,G,11077174,G,16521578,G,5304802,G,21438069,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",7053,H,58360,G,27189,G,28224,G,9452,G,2378,H,2660,J,19270,G,9770,G,6225,H,4030,G,2865,H,1545,G,1947,H,2215,H,35889,H,17391,G,9537,G,5026,H,5473,G,17167,G,1972,H,2471,H,294,H,8533,G,8442,G,995,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",4779,G,7775,G,29617,H,455,H,9419,J,844,J,0,N,1834,G,15820,G,1609,H,16666,H,0,N,0,N,185,G,8532,G,11302,H,78607,J,6698,J,15094,G,2678,G,584,J,5479,J,0,N,0,N,56135,H,6246,G,0,N
Business,"Annual payroll ($1,000)",Utilities,188367,H,107194,H,108255,J,27650,J,49954,H,59164,H,92403,J,44516,J,28265,H,43095,J,149925,H,86052,H,130472,J,222271,H,35630,H,79527,G,114969,H,886227,J,86307,J,129001,J,24290,J,9896,H,64112,J,25495,G,115684,J,135125,J,95583,J
Business,"Annual payroll ($1,000)",Construction,766660,G,529801,G,621475,G,1539288,G,1018419,G,674320,G,1714132,G,807991,G,617955,G,1458201,G,688587,G,623371,G,925119,G,1413114,G,1298054,G,1074500,G,658327,G,821564,G,1861135,G,1422662,G,761388,G,1347555,G,706635,G,426343,G,1171573,G,488989,G,532089,G
Business,"Annual payroll ($1,000)",Manufacturing,561230,G,594585,G,725036,G,1077212,G,812492,G,554357,G,508282,G,1367314,G,729458,G,1493848,G,395740,G,492094,G,1591764,G,820335,G,899376,G,767141,G,470140,H,571714,G,449610,G,837052,G,155184,G,537173,G,284772,H,493273,G,992234,G,197493,G,120903,G
Business,"Annual payroll ($1,000)","Wholesale trade",342929,G,301787,G,531349,G,1182972,G,640092,G,259805,G,1109355,H,344583,G,324574,G,1502511,G,131420,G,292439,G,747997,G,1419623,G,1025631,G,546018,G,241579,G,455254,G,787899,H,1476776,G,320754,G,1327062,G,994087,G,928855,G,2405216,G,320395,G,608770,G
Business,"Annual payroll ($1,000)","Retail trade",1147258,G,861523,G,1157016,G,1400339,G,1035993,G,1046733,G,1425098,G,1077704,G,958525,G,1814545,G,869346,G,1089384,G,1326722,G,1320968,G,1450426,G,1370693,G,889414,G,1152145,G,1801040,G,1253173,G,1086924,G,1651744,G,1692562,G,1063060,G,1257037,G,793591,G,1356023,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",251769,G,181485,H,406018,H,981909,G,970831,G,181012,H,189130,G,369552,G,437345,G,1710986,G,180667,G,107049,G,216417,G,772889,H,873846,G,305065,G,182785,H,343649,G,342522,G,853513,G,121377,G,524693,G,1052164,G,364705,G,2856473,H,130618,G,628925,J
Business,"Annual payroll ($1,000)",Information,153198,G,216772,G,245879,G,482647,G,917309,H,136705,G,1160552,G,259705,G,280618,H,1176346,G,171136,H,158285,G,760947,H,1120720,G,468855,H,264440,G,75886,G,268146,H,317060,G,1787560,J,301025,G,1095786,G,1117479,H,215337,G,1029904,H,76457,H,1059300,G
Business,"Annual payroll ($1,000)","Finance and insurance",971177,H,495575,G,447380,G,3485515,G,937290,H,485394,G,2598616,G,511844,G,516772,H,806675,G,240296,G,465492,G,2418637,H,4045460,G,1379779,G,812224,G,243043,G,843301,G,913549,G,697141,G,717334,G,2392294,G,1240952,G,361423,H,1172841,G,326323,H,3591420,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",250640,G,132242,G,154643,G,412612,G,234432,G,153066,G,380793,G,180912,G,249935,H,1035136,G,139072,H,122262,G,313303,G,568627,G,238029,G,279860,G,113414,G,269216,G,639311,H,279704,G,333956,G,619766,G,390575,G,254811,G,301244,G,146463,G,626503,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1255718,G,952637,G,676989,G,1787794,G,1090545,G,686620,G,3247042,G,1962816,G,806584,H,2815067,H,234452,G,838293,G,1560637,G,4525559,G,993349,G,911403,G,258318,G,1331110,G,1500905,G,1116451,G,1125858,G,2790808,G,1611439,G,1072519,G,955944,G,361818,G,4531179,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",96017,H,93322,H,137438,G,940495,H,268434,G,246243,J,1117593,H,385199,H,121804,H,1850415,G,38855,H,145284,H,1035663,G,1561629,H,839747,H,440456,G,57250,J,505849,G,321585,G,271375,G,308651,G,1353510,G,647190,H,186766,G,618001,H,175259,H,878502,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",573341,G,253639,G,457711,G,1217457,G,598275,G,348652,G,1271440,G,621444,G,341173,G,1277595,G,270178,G,430850,G,873284,G,1746174,G,620455,G,661015,G,263621,G,798415,G,711483,G,1068025,G,522863,G,1375939,G,1050463,G,416231,G,1022055,G,270533,G,989945,G
Business,"Annual payroll ($1,000)","Educational services",138837,G,73495,G,112293,G,271944,G,188409,G,277355,G,448340,G,200845,H,159080,G,176837,G,63303,G,132437,H,296900,H,519593,G,221902,G,186354,G,40443,G,171572,G,142650,G,237176,G,179783,G,375372,G,484676,H,1060254,J,199392,G,99055,G,721486,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2051316,G,1672378,G,3022422,G,3248073,G,1597019,G,1648080,G,3351925,H,2019539,G,1600964,G,2345353,H,1754688,G,1913789,G,3459983,G,4139864,G,2082068,G,2276338,G,1410928,G,2124930,G,3208099,G,2067170,G,2157619,G,2679361,G,2381378,G,3150244,G,1355630,G,937250,G,3430705,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",60335,G,56439,G,55183,G,158670,G,294466,J,135211,H,276663,J,134511,G,209647,H,1617458,G,35679,G,60752,G,200859,H,606414,G,52270,G,138454,G,60515,G,290395,G,387881,G,110145,H,306769,G,311449,H,237766,G,409566,J,139558,G,71571,G,496138,G
Business,"Annual payroll ($1,000)","Accommodation and food services",723721,G,499176,G,459800,G,916996,G,378056,G,509043,G,625427,G,521535,G,605808,G,2138605,G,316361,G,411800,G,733276,G,824886,G,463197,G,581189,G,313938,G,558573,G,1021586,G,325395,G,629177,G,997731,G,994962,G,376871,G,542102,G,597316,G,1314994,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",305731,G,334465,G,344229,G,615430,G,364713,G,274976,G,597697,G,337424,G,513907,G,541511,G,189908,G,214243,G,412061,G,460719,G,345009,G,329927,G,207582,G,396269,G,516642,G,337198,G,377957,G,579114,G,456392,G,269929,G,321044,G,160858,G,452388,G
Business,"Annual payroll ($1,000)","Industries not classified",1011,G,751,G,831,G,1343,G,940,G,760,G,645,G,546,G,479,H,1618,G,342,G,1257,G,1602,G,876,G,1425,H,1570,G,443,G,1596,G,686,G,1226,H,1557,G,2689,G,2258,G,1181,G,978,H,1000,H,2077,H
Business,"Total Establishments","Total for all sectors",18570,X,15587,X,17217,X,26322,X,15041,X,18209,X,25848,X,19374,X,16065,X,25563,X,13467,X,18037,X,22730,X,26908,X,17717,X,23013,X,14825,X,23664,X,27794,X,18931,X,23483,X,35502,X,28258,X,18272,X,28194,X,17104,X,33937,X
